Epoch,Time,LR,Loss,Loss_data,Loss_T_bound,Loss_NSE,Loss_EE,Loss_conti,MAE_u,MAE_v,MAE_w,MAE_T,MAE_p,COR_u,COR_v,COR_w,COR_T,COR_p
644,10.74,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000241,0.0004494,0.0004499,0.0006538,0.0191438,0.5081853,0.9999695,0.9999599,0.9999719,0.9925557,0.3114072
645,10.79,0.000010,0.0000003,0.0000002,0.0000011,0.0000006,0.0000013,0.0000246,0.0004257,0.0004289,0.0006383,0.0190774,0.5081885,0.9999731,0.9999646,0.9999723,0.9925812,0.3114404
646,10.76,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000235,0.0004406,0.0004468,0.0006440,0.0190847,0.5081937,0.9999709,0.9999611,0.9999719,0.9925869,0.3114607
647,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000241,0.0004417,0.0004505,0.0006401,0.0190915,0.5081956,0.9999708,0.9999603,0.9999720,0.9925848,0.3114730
648,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000245,0.0004438,0.0004437,0.0006140,0.0190523,0.5081916,0.9999712,0.9999618,0.9999759,0.9926069,0.3114617
649,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000248,0.0004495,0.0004528,0.0006549,0.0190674,0.5082079,0.9999703,0.9999603,0.9999714,0.9925975,0.3114913
650,10.73,0.000010,0.0000003,0.0000002,0.0000015,0.0000006,0.0000013,0.0000250,0.0004412,0.0004571,0.0006644,0.0190741,0.5082066,0.9999710,0.9999597,0.9999697,0.9925991,0.3114670
651,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000243,0.0004256,0.0004402,0.0006364,0.0190484,0.5082098,0.9999731,0.9999630,0.9999723,0.9926138,0.3114954
652,10.79,0.000010,0.0000003,0.0000002,0.0000019,0.0000007,0.0000014,0.0000271,0.0004591,0.0004665,0.0006859,0.0190550,0.5082030,0.9999685,0.9999577,0.9999681,0.9926115,0.3115002
653,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000007,0.0000014,0.0000260,0.0004535,0.0004680,0.0006744,0.0190288,0.5082176,0.9999694,0.9999571,0.9999689,0.9926259,0.3115063
654,10.78,0.000010,0.0000003,0.0000002,0.0000012,0.0000006,0.0000014,0.0000255,0.0004505,0.0004571,0.0006330,0.0189997,0.5082170,0.9999698,0.9999595,0.9999724,0.9926389,0.3115245
655,10.79,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000014,0.0000247,0.0004426,0.0004365,0.0006252,0.0189922,0.5082235,0.9999710,0.9999626,0.9999743,0.9926529,0.3115260
656,10.80,0.000010,0.0000003,0.0000002,0.0000012,0.0000006,0.0000014,0.0000260,0.0004387,0.0004470,0.0006536,0.0189962,0.5082200,0.9999714,0.9999613,0.9999707,0.9926504,0.3115549
657,10.78,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000248,0.0004407,0.0004516,0.0006365,0.0189843,0.5082333,0.9999712,0.9999607,0.9999728,0.9926567,0.3115596
658,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000241,0.0004390,0.0004426,0.0006489,0.0189892,0.5082341,0.9999715,0.9999620,0.9999714,0.9926645,0.3115686
659,10.77,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000239,0.0004354,0.0004309,0.0006224,0.0189324,0.5082369,0.9999723,0.9999638,0.9999746,0.9926935,0.3115730
660,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000240,0.0004363,0.0004356,0.0006353,0.0189258,0.5082303,0.9999722,0.9999630,0.9999729,0.9926946,0.3115977
661,10.77,0.000010,0.0000003,0.0000002,0.0000011,0.0000006,0.0000013,0.0000245,0.0004406,0.0004433,0.0006267,0.0189607,0.5082386,0.9999712,0.9999613,0.9999738,0.9926881,0.3115780
662,10.79,0.000010,0.0000003,0.0000002,0.0000007,0.0000006,0.0000013,0.0000233,0.0004442,0.0004493,0.0006474,0.0189624,0.5082464,0.9999709,0.9999611,0.9999714,0.9926841,0.3116115
663,10.76,0.000010,0.0000004,0.0000003,0.0000011,0.0000009,0.0000015,0.0000306,0.0004491,0.0004566,0.0007128,0.0189056,0.5082374,0.9999706,0.9999610,0.9999641,0.9927039,0.3116157
664,10.76,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000245,0.0004423,0.0004464,0.0006464,0.0189228,0.5082462,0.9999712,0.9999608,0.9999713,0.9927057,0.3116091
665,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000243,0.0004324,0.0004355,0.0006389,0.0188848,0.5082461,0.9999724,0.9999632,0.9999725,0.9927207,0.3116383
666,10.79,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000240,0.0004501,0.0004476,0.0005930,0.0188716,0.5082589,0.9999694,0.9999596,0.9999779,0.9927391,0.3116008
667,10.77,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000237,0.0004479,0.0004421,0.0006434,0.0188429,0.5082541,0.9999712,0.9999618,0.9999722,0.9927496,0.3116302
668,10.74,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000013,0.0000240,0.0004408,0.0004366,0.0006306,0.0188206,0.5082590,0.9999719,0.9999629,0.9999735,0.9927553,0.3116613
669,10.73,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000013,0.0000237,0.0004471,0.0004489,0.0006407,0.0188404,0.5082648,0.9999705,0.9999599,0.9999725,0.9927530,0.3116604
670,10.75,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000246,0.0004547,0.0004504,0.0005990,0.0188201,0.5082744,0.9999693,0.9999599,0.9999772,0.9927658,0.3116495
671,10.74,0.000010,0.0000003,0.0000002,0.0000013,0.0000006,0.0000013,0.0000255,0.0004447,0.0004572,0.0006549,0.0188171,0.5082694,0.9999706,0.9999599,0.9999706,0.9927637,0.3117042
672,10.75,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000238,0.0004412,0.0004401,0.0006392,0.0188176,0.5082788,0.9999712,0.9999620,0.9999722,0.9927667,0.3116854
673,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000247,0.0004530,0.0004643,0.0006424,0.0188193,0.5082851,0.9999685,0.9999574,0.9999719,0.9927759,0.3117068
674,10.77,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000241,0.0004414,0.0004407,0.0005851,0.0187913,0.5082904,0.9999706,0.9999610,0.9999777,0.9927894,0.3117249
675,10.78,0.000010,0.0000002,0.0000002,0.0000009,0.0000006,0.0000013,0.0000243,0.0004526,0.0004523,0.0006351,0.0187700,0.5082886,0.9999692,0.9999597,0.9999728,0.9927959,0.3117180
676,10.74,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000240,0.0004281,0.0004333,0.0006206,0.0187602,0.5082904,0.9999727,0.9999628,0.9999738,0.9928032,0.3117364
677,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000238,0.0004542,0.0004507,0.0006275,0.0187450,0.5082888,0.9999692,0.9999591,0.9999743,0.9928168,0.3117500
678,10.76,0.000010,0.0000003,0.0000002,0.0000011,0.0000006,0.0000013,0.0000243,0.0004380,0.0004372,0.0006324,0.0187202,0.5082964,0.9999720,0.9999630,0.9999743,0.9928283,0.3117716
679,10.77,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000236,0.0004409,0.0004438,0.0006440,0.0187299,0.5082985,0.9999712,0.9999610,0.9999722,0.9928238,0.3117763
680,10.76,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000238,0.0004399,0.0004389,0.0006460,0.0187077,0.5083003,0.9999719,0.9999624,0.9999720,0.9928302,0.3117465
681,10.80,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000239,0.0004412,0.0004418,0.0006689,0.0186909,0.5082994,0.9999712,0.9999627,0.9999695,0.9928396,0.3117879
682,10.77,0.000010,0.0000002,0.0000002,0.0000007,0.0000006,0.0000013,0.0000237,0.0004423,0.0004454,0.0006422,0.0186989,0.5083001,0.9999709,0.9999607,0.9999723,0.9928442,0.3117904
683,10.77,0.000010,0.0000003,0.0000002,0.0000013,0.0000006,0.0000013,0.0000248,0.0004286,0.0004406,0.0006568,0.0186910,0.5083107,0.9999729,0.9999621,0.9999702,0.9928455,0.3118086
684,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000243,0.0004437,0.0004464,0.0006271,0.0186382,0.5083079,0.9999709,0.9999612,0.9999740,0.9928786,0.3118123
685,10.77,0.000010,0.0000002,0.0000002,0.0000009,0.0000006,0.0000013,0.0000239,0.0004422,0.0004452,0.0006488,0.0186867,0.5083114,0.9999707,0.9999606,0.9999714,0.9928532,0.3117985
686,10.78,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000238,0.0004259,0.0004329,0.0006376,0.0186526,0.5083220,0.9999729,0.9999636,0.9999722,0.9928696,0.3118400
687,10.76,0.000010,0.0000002,0.0000002,0.0000007,0.0000006,0.0000013,0.0000234,0.0004260,0.0004291,0.0006260,0.0186342,0.5083180,0.9999734,0.9999642,0.9999743,0.9928870,0.3118373
688,10.78,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000237,0.0004338,0.0004444,0.0006414,0.0186602,0.5083283,0.9999717,0.9999614,0.9999725,0.9928747,0.3118467
689,10.77,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000238,0.0004424,0.0004535,0.0006356,0.0186573,0.5083290,0.9999708,0.9999593,0.9999726,0.9928840,0.3118254
690,10.79,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000241,0.0004390,0.0004410,0.0006265,0.0186310,0.5083253,0.9999721,0.9999621,0.9999738,0.9928985,0.3118667
691,10.78,0.000010,0.0000002,0.0000002,0.0000007,0.0000006,0.0000013,0.0000237,0.0004447,0.0004433,0.0006524,0.0186023,0.5083348,0.9999710,0.9999616,0.9999712,0.9929096,0.3118829
692,10.78,0.000010,0.0000002,0.0000002,0.0000009,0.0000006,0.0000013,0.0000241,0.0004458,0.0004438,0.0006489,0.0186114,0.5083424,0.9999712,0.9999613,0.9999713,0.9929073,0.3119113
693,10.79,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000013,0.0000235,0.0004360,0.0004390,0.0006410,0.0186107,0.5083497,0.9999719,0.9999620,0.9999720,0.9929154,0.3119170
694,10.78,0.000010,0.0000003,0.0000002,0.0000007,0.0000006,0.0000013,0.0000240,0.0004531,0.0004596,0.0006682,0.0186340,0.5083483,0.9999688,0.9999573,0.9999692,0.9929076,0.3118880
695,10.82,0.000010,0.0000003,0.0000002,0.0000007,0.0000006,0.0000013,0.0000238,0.0004454,0.0004502,0.0006725,0.0185938,0.5083451,0.9999705,0.9999605,0.9999689,0.9929240,0.3119407
696,10.79,0.000010,0.0000002,0.0000002,0.0000007,0.0000006,0.0000013,0.0000233,0.0004431,0.0004418,0.0006493,0.0185466,0.5083475,0.9999705,0.9999617,0.9999716,0.9929522,0.3119093
697,10.78,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000013,0.0000236,0.0004435,0.0004419,0.0006363,0.0185711,0.5083551,0.9999705,0.9999608,0.9999726,0.9929444,0.3119220
698,10.79,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000245,0.0004474,0.0004483,0.0006690,0.0185237,0.5083529,0.9999708,0.9999612,0.9999692,0.9929601,0.3119626
699,10.79,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000241,0.0004431,0.0004495,0.0006402,0.0185293,0.5083522,0.9999712,0.9999602,0.9999728,0.9929635,0.3119344
700,10.76,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000243,0.0004414,0.0004385,0.0006310,0.0185256,0.5083647,0.9999719,0.9999622,0.9999737,0.9929640,0.3119659
701,10.80,0.000010,0.0000002,0.0000001,0.0000007,0.0000005,0.0000013,0.0000236,0.0004304,0.0004355,0.0006308,0.0185124,0.5083615,0.9999726,0.9999628,0.9999728,0.9929695,0.3119717
702,10.77,0.000010,0.0000002,0.0000001,0.0000008,0.0000005,0.0000013,0.0000236,0.0004455,0.0004487,0.0006527,0.0185108,0.5083722,0.9999703,0.9999598,0.9999708,0.9929766,0.3119755
703,10.78,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000013,0.0000239,0.0004538,0.0004560,0.0006459,0.0185238,0.5083752,0.9999693,0.9999587,0.9999716,0.9929725,0.3119867
704,10.77,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000237,0.0004379,0.0004463,0.0006414,0.0184900,0.5083752,0.9999713,0.9999610,0.9999720,0.9929892,0.3119778
705,10.75,0.000010,0.0000002,0.0000001,0.0000009,0.0000006,0.0000013,0.0000238,0.0004564,0.0004552,0.0006601,0.0184764,0.5083705,0.9999688,0.9999589,0.9999701,0.9929984,0.3119855
706,10.76,0.000010,0.0000002,0.0000002,0.0000007,0.0000006,0.0000013,0.0000234,0.0004661,0.0004614,0.0006582,0.0184882,0.5083724,0.9999675,0.9999570,0.9999705,0.9929962,0.3120168
707,10.78,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000239,0.0004358,0.0004373,0.0006244,0.0184332,0.5083705,0.9999724,0.9999627,0.9999741,0.9930263,0.3120133
708,10.77,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000013,0.0000236,0.0004351,0.0004404,0.0006330,0.0184330,0.5083694,0.9999720,0.9999619,0.9999731,0.9930297,0.3120367
709,10.78,0.000010,0.0000003,0.0000002,0.0000013,0.0000006,0.0000013,0.0000247,0.0004403,0.0004449,0.0006636,0.0184229,0.5083820,0.9999710,0.9999610,0.9999697,0.9930308,0.3120468
710,10.78,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000241,0.0004641,0.0004712,0.0006789,0.0184430,0.5083823,0.9999675,0.9999560,0.9999681,0.9930200,0.3120264
711,10.77,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000233,0.0004491,0.0004449,0.0006457,0.0183975,0.5083855,0.9999695,0.9999608,0.9999716,0.9930425,0.3120546
712,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000235,0.0004206,0.0004304,0.0006183,0.0183983,0.5083892,0.9999737,0.9999641,0.9999741,0.9930460,0.3120525
713,10.80,0.000010,0.0000002,0.0000001,0.0000007,0.0000006,0.0000013,0.0000232,0.0004357,0.0004360,0.0006346,0.0183826,0.5083880,0.9999719,0.9999626,0.9999731,0.9930564,0.3120704
714,10.79,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000247,0.0004505,0.0004511,0.0006750,0.0183937,0.5083930,0.9999697,0.9999597,0.9999676,0.9930512,0.3120655
715,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000241,0.0004472,0.0004462,0.0006447,0.0183761,0.5083932,0.9999705,0.9999606,0.9999719,0.9930741,0.3120862
716,10.76,0.000010,0.0000003,0.0000002,0.0000011,0.0000006,0.0000013,0.0000242,0.0004508,0.0004448,0.0006613,0.0183505,0.5083967,0.9999701,0.9999612,0.9999699,0.9930821,0.3120885
717,10.77,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000242,0.0004458,0.0004580,0.0006579,0.0183647,0.5083935,0.9999696,0.9999584,0.9999692,0.9930718,0.3120993
718,10.78,0.000010,0.0000002,0.0000001,0.0000007,0.0000006,0.0000013,0.0000229,0.0004419,0.0004424,0.0006566,0.0183191,0.5084119,0.9999712,0.9999617,0.9999703,0.9930983,0.3120970
719,10.76,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000235,0.0004391,0.0004453,0.0006577,0.0183363,0.5084074,0.9999713,0.9999617,0.9999698,0.9930890,0.3121125
720,10.77,0.000010,0.0000003,0.0000002,0.0000007,0.0000006,0.0000013,0.0000235,0.0004301,0.0004392,0.0006272,0.0183319,0.5084075,0.9999728,0.9999629,0.9999731,0.9930996,0.3121388
721,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000245,0.0004388,0.0004414,0.0006361,0.0183316,0.5084108,0.9999714,0.9999614,0.9999719,0.9931040,0.3121436
722,10.80,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000235,0.0004269,0.0004274,0.0006390,0.0182909,0.5084147,0.9999729,0.9999645,0.9999717,0.9931195,0.3121774
723,10.79,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000240,0.0004553,0.0004682,0.0006387,0.0183090,0.5084123,0.9999682,0.9999571,0.9999725,0.9931151,0.3121593
724,10.77,0.000010,0.0000002,0.0000001,0.0000007,0.0000006,0.0000012,0.0000233,0.0004299,0.0004272,0.0006375,0.0182831,0.5084100,0.9999723,0.9999641,0.9999723,0.9931312,0.3121596
725,10.76,0.000010,0.0000003,0.0000002,0.0000016,0.0000006,0.0000013,0.0000248,0.0004367,0.0004335,0.0006293,0.0183047,0.5084084,0.9999717,0.9999623,0.9999735,0.9931223,0.3121746
726,10.78,0.000010,0.0000002,0.0000001,0.0000009,0.0000006,0.0000012,0.0000236,0.0004422,0.0004372,0.0006316,0.0182686,0.5084112,0.9999710,0.9999619,0.9999731,0.9931422,0.3121594
727,10.79,0.000010,0.0000002,0.0000002,0.0000009,0.0000006,0.0000013,0.0000238,0.0004433,0.0004433,0.0006520,0.0182508,0.5084184,0.9999707,0.9999619,0.9999711,0.9931412,0.3122129
728,10.78,0.000010,0.0000002,0.0000001,0.0000008,0.0000005,0.0000012,0.0000234,0.0004372,0.0004365,0.0006333,0.0182712,0.5084209,0.9999712,0.9999620,0.9999725,0.9931397,0.3122043
729,10.77,0.000010,0.0000003,0.0000002,0.0000009,0.0000006,0.0000013,0.0000235,0.0004075,0.0004089,0.0005727,0.0181858,0.5084251,0.9999759,0.9999675,0.9999788,0.9931827,0.3122197
730,10.78,0.000010,0.0000003,0.0000002,0.0000017,0.0000007,0.0000013,0.0000260,0.0004431,0.0004503,0.0006592,0.0182457,0.5084237,0.9999704,0.9999605,0.9999701,0.9931514,0.3122405
731,10.92,0.000010,0.0000002,0.0000002,0.0000007,0.0000006,0.0000012,0.0000235,0.0004373,0.0004290,0.0006259,0.0182010,0.5084292,0.9999725,0.9999640,0.9999734,0.9931731,0.3122432
732,10.78,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000237,0.0004382,0.0004379,0.0006418,0.0182130,0.5084301,0.9999715,0.9999627,0.9999714,0.9931643,0.3122392
733,10.96,0.000010,0.0000002,0.0000002,0.0000009,0.0000006,0.0000013,0.0000235,0.0004400,0.0004326,0.0006473,0.0182055,0.5084322,0.9999719,0.9999638,0.9999713,0.9931690,0.3122477
734,10.77,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000012,0.0000235,0.0004416,0.0004359,0.0006264,0.0182137,0.5084376,0.9999708,0.9999620,0.9999731,0.9931774,0.3122598
735,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000248,0.0004676,0.0004722,0.0006999,0.0182041,0.5084273,0.9999673,0.9999558,0.9999645,0.9931775,0.3122291
736,10.78,0.000010,0.0000002,0.0000001,0.0000007,0.0000006,0.0000013,0.0000238,0.0004410,0.0004331,0.0006301,0.0181654,0.5084426,0.9999716,0.9999627,0.9999728,0.9931999,0.3122617
737,10.77,0.000010,0.0000002,0.0000001,0.0000007,0.0000006,0.0000012,0.0000236,0.0004323,0.0004251,0.0006044,0.0181890,0.5084445,0.9999719,0.9999637,0.9999750,0.9931851,0.3122721
738,10.75,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000012,0.0000230,0.0004282,0.0004281,0.0006247,0.0181620,0.5084448,0.9999729,0.9999638,0.9999729,0.9931971,0.3122762
739,10.78,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000237,0.0003989,0.0004016,0.0005750,0.0181478,0.5084488,0.9999769,0.9999684,0.9999779,0.9932115,0.3123032
740,10.77,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000238,0.0004490,0.0004441,0.0006435,0.0181559,0.5084519,0.9999701,0.9999611,0.9999717,0.9932060,0.3123065
741,10.76,0.000010,0.0000002,0.0000001,0.0000007,0.0000005,0.0000012,0.0000234,0.0004392,0.0004378,0.0006402,0.0181295,0.5084505,0.9999710,0.9999623,0.9999720,0.9932144,0.3122877
742,10.75,0.000010,0.0000002,0.0000002,0.0000007,0.0000006,0.0000013,0.0000228,0.0004351,0.0004328,0.0006289,0.0181057,0.5084481,0.9999717,0.9999631,0.9999726,0.9932286,0.3123055
743,10.76,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000012,0.0000242,0.0004244,0.0004244,0.0006052,0.0181082,0.5084504,0.9999732,0.9999646,0.9999755,0.9932285,0.3123128
744,10.79,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000012,0.0000232,0.0004332,0.0004319,0.0006276,0.0180911,0.5084478,0.9999720,0.9999632,0.9999726,0.9932371,0.3123351
745,10.75,0.000010,0.0000002,0.0000001,0.0000007,0.0000005,0.0000012,0.0000231,0.0004193,0.0004168,0.0006042,0.0180701,0.5084668,0.9999737,0.9999657,0.9999748,0.9932497,0.3123290
746,10.79,0.000010,0.0000002,0.0000002,0.0000009,0.0000006,0.0000012,0.0000235,0.0004306,0.0004302,0.0006246,0.0180847,0.5084599,0.9999719,0.9999637,0.9999734,0.9932483,0.3123200
747,10.82,0.000010,0.0000002,0.0000001,0.0000007,0.0000005,0.0000012,0.0000231,0.0004314,0.0004267,0.0006080,0.0180717,0.5084652,0.9999720,0.9999637,0.9999751,0.9932563,0.3123596
748,10.79,0.000010,0.0000003,0.0000002,0.0000011,0.0000006,0.0000013,0.0000249,0.0004379,0.0004410,0.0006374,0.0180403,0.5084651,0.9999714,0.9999626,0.9999725,0.9932663,0.3123757
749,10.76,0.000010,0.0000003,0.0000002,0.0000022,0.0000007,0.0000013,0.0000264,0.0004383,0.0004393,0.0006312,0.0180860,0.5084633,0.9999712,0.9999616,0.9999722,0.9932513,0.3123760
750,10.76,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000012,0.0000232,0.0004210,0.0004181,0.0006096,0.0180501,0.5084670,0.9999738,0.9999653,0.9999750,0.9932706,0.3123804
751,10.77,0.000010,0.0000002,0.0000002,0.0000007,0.0000006,0.0000013,0.0000234,0.0004306,0.0004331,0.0006227,0.0180267,0.5084661,0.9999720,0.9999631,0.9999738,0.9932854,0.3123667
752,10.78,0.000010,0.0000003,0.0000002,0.0000007,0.0000006,0.0000013,0.0000233,0.0004386,0.0004390,0.0006532,0.0180194,0.5084714,0.9999717,0.9999627,0.9999713,0.9932900,0.3123786
753,10.76,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000243,0.0004707,0.0004624,0.0006683,0.0180338,0.5084792,0.9999667,0.9999571,0.9999693,0.9932820,0.3123834
754,10.75,0.000010,0.0000002,0.0000002,0.0000007,0.0000006,0.0000013,0.0000234,0.0004334,0.0004227,0.0006287,0.0179858,0.5084818,0.9999720,0.9999649,0.9999731,0.9933087,0.3124165
755,10.77,0.000010,0.0000002,0.0000001,0.0000008,0.0000006,0.0000013,0.0000235,0.0004605,0.0004515,0.0006684,0.0180161,0.5084925,0.9999682,0.9999595,0.9999687,0.9932992,0.3124054
756,10.78,0.000010,0.0000002,0.0000001,0.0000007,0.0000005,0.0000013,0.0000234,0.0004474,0.0004420,0.0006417,0.0179963,0.5084836,0.9999703,0.9999610,0.9999722,0.9933106,0.3124009
757,10.78,0.000010,0.0000003,0.0000002,0.0000012,0.0000006,0.0000013,0.0000238,0.0004339,0.0004412,0.0006430,0.0179943,0.5084886,0.9999720,0.9999614,0.9999714,0.9933116,0.3124242
758,10.78,0.000010,0.0000002,0.0000001,0.0000007,0.0000005,0.0000013,0.0000229,0.0004437,0.0004370,0.0006468,0.0179732,0.5084904,0.9999710,0.9999622,0.9999712,0.9933217,0.3124457
759,10.81,0.000010,0.0000002,0.0000001,0.0000007,0.0000005,0.0000013,0.0000233,0.0004370,0.0004378,0.0006309,0.0179673,0.5084939,0.9999713,0.9999616,0.9999725,0.9933254,0.3124552
760,10.78,0.000010,0.0000003,0.0000002,0.0000012,0.0000006,0.0000013,0.0000240,0.0004503,0.0004487,0.0006474,0.0179573,0.5084957,0.9999695,0.9999599,0.9999713,0.9933321,0.3124632
761,10.79,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000012,0.0000238,0.0004227,0.0004332,0.0006412,0.0179274,0.5084949,0.9999735,0.9999635,0.9999713,0.9933490,0.3124715
762,10.80,0.000010,0.0000003,0.0000002,0.0000007,0.0000006,0.0000012,0.0000231,0.0004368,0.0004313,0.0006432,0.0179274,0.5085021,0.9999714,0.9999632,0.9999722,0.9933508,0.3124903
763,10.77,0.000010,0.0000002,0.0000002,0.0000007,0.0000006,0.0000012,0.0000233,0.0004442,0.0004408,0.0006563,0.0179377,0.5085096,0.9999705,0.9999612,0.9999700,0.9933473,0.3124864
764,10.79,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000235,0.0004317,0.0004357,0.0006211,0.0178984,0.5085049,0.9999727,0.9999630,0.9999735,0.9933649,0.3124671
765,10.77,0.000010,0.0000002,0.0000002,0.0000008,0.0000005,0.0000012,0.0000230,0.0004449,0.0004465,0.0006384,0.0179296,0.5085112,0.9999703,0.9999602,0.9999720,0.9933549,0.3125016
766,10.76,0.000010,0.0000003,0.0000002,0.0000010,0.0000006,0.0000013,0.0000235,0.0004361,0.0004264,0.0006287,0.0178626,0.5085008,0.9999722,0.9999644,0.9999740,0.9933861,0.3125024
767,10.76,0.000010,0.0000002,0.0000002,0.0000008,0.0000006,0.0000013,0.0000227,0.0004333,0.0004409,0.0006348,0.0178818,0.5085083,0.9999723,0.9999621,0.9999722,0.9933738,0.3125100
768,10.78,0.000010,0.0000003,0.0000002,0.0000007,0.0000006,0.0000012,0.0000230,0.0004377,0.0004307,0.0006157,0.0178637,0.5085210,0.9999712,0.9999630,0.9999743,0.9933873,0.3125239
769,10.77,0.000010,0.0000003,0.0000002,0.0000012,0.0000006,0.0000013,0.0000238,0.0004486,0.0004392,0.0006365,0.0178594,0.5085214,0.9999698,0.9999614,0.9999728,0.9933923,0.3125134
770,10.78,0.000010,0.0000003,0.0000002,0.0000008,0.0000006,0.0000013,0.0000245,0.0004174,0.0004147,0.0006189,0.0178241,0.5085117,0.9999748,0.9999666,0.9999745,0.9934071,0.3125595
771,10.76,0.000010,0.0000003,0.0000002,0.0000007,0.0000006,0.0000013,0.0000239,0.0004371,0.0004414,0.0006136,0.0178426,0.5085274,0.9999719,0.9999610,0.9999750,0.9934018,0.3125612
772,10.77,0.000010,0.0000002,0.0000002,0.0000009,0.0000006,0.0000013,0.0000234,0.0004506,0.0004440,0.0006332,0.0178443,0.5085266,0.9999697,0.9999595,0.9999726,0.9934036,0.3125261
