Epoch,Time,LR,Loss,Loss_data,Loss_T_bound,Loss_NSE,Loss_EE,Loss_conti,MAE_u,MAE_v,MAE_w,MAE_T,MAE_p,COR_u,COR_v,COR_w,COR_T,COR_p
257,10.77,0.000063,0.0000006,0.0000003,0.0000026,0.0000019,0.0000035,0.0000625,0.0005265,0.0005137,0.0007418,0.0287569,0.5031479,0.9999605,0.9999494,0.9999634,0.9841361,0.3011249
258,10.78,0.000063,0.0000008,0.0000004,0.0000082,0.0000025,0.0000053,0.0000724,0.0005931,0.0005945,0.0008306,0.0298647,0.5025669,0.9999446,0.9999268,0.9999525,0.9826956,0.2987506
259,10.78,0.000063,0.0000006,0.0000003,0.0000043,0.0000018,0.0000039,0.0000583,0.0005579,0.0005609,0.0008631,0.0294617,0.5029953,0.9999532,0.9999402,0.9999502,0.9832902,0.2996250
260,10.80,0.000063,0.0000007,0.0000004,0.0000039,0.0000021,0.0000041,0.0000610,0.0005844,0.0006040,0.0009059,0.0292415,0.5031600,0.9999475,0.9999283,0.9999416,0.9836375,0.3000149
261,10.80,0.000063,0.0000007,0.0000003,0.0000030,0.0000021,0.0000040,0.0000643,0.0006034,0.0006360,0.0009451,0.0290727,0.5032489,0.9999419,0.9999255,0.9999335,0.9838402,0.3001504
262,10.80,0.000063,0.0000007,0.0000004,0.0000037,0.0000022,0.0000036,0.0000641,0.0005381,0.0005945,0.0008152,0.0288841,0.5033603,0.9999589,0.9999431,0.9999532,0.9840119,0.3005214
263,10.79,0.000063,0.0000010,0.0000004,0.0000058,0.0000035,0.0000063,0.0000897,0.0005488,0.0005692,0.0008525,0.0295769,0.5028082,0.9999505,0.9999363,0.9999512,0.9826456,0.2993077
264,10.82,0.000063,0.0000007,0.0000004,0.0000045,0.0000021,0.0000044,0.0000661,0.0005339,0.0005568,0.0008598,0.0294133,0.5031522,0.9999548,0.9999405,0.9999471,0.9830127,0.2996432
265,10.77,0.000063,0.0000008,0.0000004,0.0000036,0.0000023,0.0000050,0.0000646,0.0005837,0.0005699,0.0007906,0.0293081,0.5033321,0.9999464,0.9999319,0.9999600,0.9833039,0.2998917
266,10.77,0.000063,0.0000007,0.0000004,0.0000038,0.0000023,0.0000051,0.0000651,0.0006031,0.0006105,0.0008549,0.0292104,0.5034066,0.9999406,0.9999209,0.9999495,0.9834741,0.3001781
267,10.78,0.000063,0.0000007,0.0000004,0.0000039,0.0000020,0.0000041,0.0000633,0.0005100,0.0005114,0.0007801,0.0288187,0.5034956,0.9999611,0.9999473,0.9999584,0.9837977,0.3005370
268,10.78,0.000063,0.0000007,0.0000004,0.0000033,0.0000020,0.0000036,0.0000667,0.0005613,0.0005531,0.0007886,0.0288666,0.5034719,0.9999539,0.9999379,0.9999596,0.9838480,0.3007046
269,10.79,0.000063,0.0000006,0.0000003,0.0000035,0.0000019,0.0000037,0.0000611,0.0005994,0.0006040,0.0008108,0.0288111,0.5035189,0.9999427,0.9999214,0.9999562,0.9840047,0.3008640
270,10.76,0.000063,0.0000007,0.0000004,0.0000037,0.0000018,0.0000035,0.0000617,0.0005425,0.0005182,0.0008270,0.0284533,0.5034705,0.9999571,0.9999484,0.9999558,0.9841889,0.3011604
271,10.78,0.000063,0.0000007,0.0000004,0.0000035,0.0000022,0.0000034,0.0000651,0.0004504,0.0004404,0.0006648,0.0283236,0.5034751,0.9999701,0.9999623,0.9999718,0.9843374,0.3012637
272,10.80,0.000063,0.0000006,0.0000003,0.0000031,0.0000018,0.0000031,0.0000577,0.0005281,0.0005164,0.0007099,0.0283135,0.5035014,0.9999590,0.9999468,0.9999671,0.9844419,0.3013194
273,10.82,0.000063,0.0000006,0.0000003,0.0000028,0.0000016,0.0000034,0.0000540,0.0005222,0.0005166,0.0007196,0.0285988,0.5030901,0.9999560,0.9999446,0.9999661,0.9838776,0.3009614
274,10.81,0.000063,0.0000006,0.0000004,0.0000036,0.0000017,0.0000031,0.0000518,0.0005923,0.0006083,0.0007844,0.0284539,0.5033447,0.9999470,0.9999288,0.9999598,0.9842966,0.3014228
275,10.79,0.000063,0.0000006,0.0000003,0.0000027,0.0000019,0.0000035,0.0000593,0.0005045,0.0005064,0.0006645,0.0282171,0.5034115,0.9999621,0.9999498,0.9999744,0.9845734,0.3015475
276,10.77,0.000063,0.0000007,0.0000004,0.0000040,0.0000021,0.0000034,0.0000614,0.0006112,0.0006118,0.0008298,0.0282041,0.5034187,0.9999425,0.9999261,0.9999543,0.9845759,0.3017048
277,10.78,0.000063,0.0000006,0.0000003,0.0000038,0.0000018,0.0000031,0.0000583,0.0004912,0.0004779,0.0006186,0.0279869,0.5034526,0.9999654,0.9999537,0.9999764,0.9848045,0.3018480
278,10.78,0.000063,0.0000005,0.0000003,0.0000023,0.0000017,0.0000029,0.0000546,0.0005447,0.0005399,0.0007291,0.0279926,0.5035107,0.9999548,0.9999401,0.9999641,0.9848638,0.3019344
279,10.78,0.000063,0.0000006,0.0000003,0.0000028,0.0000017,0.0000030,0.0000571,0.0006064,0.0006039,0.0007766,0.0279668,0.5035757,0.9999412,0.9999205,0.9999582,0.9849231,0.3019687
280,10.78,0.000063,0.0000005,0.0000003,0.0000024,0.0000017,0.0000030,0.0000528,0.0005360,0.0005497,0.0007726,0.0277421,0.5036014,0.9999562,0.9999442,0.9999600,0.9850821,0.3021116
281,10.78,0.000063,0.0000006,0.0000003,0.0000025,0.0000018,0.0000033,0.0000601,0.0005315,0.0005277,0.0007397,0.0276504,0.5036978,0.9999596,0.9999470,0.9999656,0.9851865,0.3023320
282,10.79,0.000063,0.0000005,0.0000003,0.0000028,0.0000014,0.0000030,0.0000501,0.0005123,0.0005089,0.0007303,0.0279458,0.5032027,0.9999584,0.9999481,0.9999660,0.9845976,0.3018328
283,10.78,0.000063,0.0000005,0.0000003,0.0000025,0.0000016,0.0000029,0.0000517,0.0005548,0.0005648,0.0007687,0.0277283,0.5035021,0.9999539,0.9999388,0.9999610,0.9850812,0.3021437
284,10.80,0.000063,0.0000007,0.0000004,0.0000036,0.0000023,0.0000031,0.0000587,0.0004986,0.0005267,0.0007265,0.0275624,0.5036232,0.9999636,0.9999472,0.9999683,0.9852586,0.3024814
285,10.79,0.000063,0.0000007,0.0000004,0.0000031,0.0000019,0.0000031,0.0000597,0.0005196,0.0005312,0.0007186,0.0275310,0.5037258,0.9999581,0.9999416,0.9999676,0.9853704,0.3025015
286,10.79,0.000063,0.0000007,0.0000004,0.0000031,0.0000023,0.0000036,0.0000651,0.0005548,0.0005757,0.0007486,0.0273604,0.5037749,0.9999561,0.9999419,0.9999651,0.9854789,0.3027177
287,10.79,0.000063,0.0000006,0.0000003,0.0000042,0.0000020,0.0000045,0.0000634,0.0005252,0.0005224,0.0007795,0.0282393,0.5030877,0.9999529,0.9999432,0.9999585,0.9842029,0.3011844
288,10.78,0.000063,0.0000006,0.0000003,0.0000029,0.0000017,0.0000033,0.0000551,0.0005647,0.0005489,0.0008192,0.0279072,0.5033533,0.9999507,0.9999408,0.9999534,0.9847319,0.3017807
289,10.78,0.000063,0.0000006,0.0000003,0.0000026,0.0000021,0.0000034,0.0000578,0.0005758,0.0005670,0.0008213,0.0277004,0.5034549,0.9999485,0.9999350,0.9999533,0.9850228,0.3019967
290,10.79,0.000063,0.0000009,0.0000005,0.0000043,0.0000029,0.0000053,0.0000713,0.0006638,0.0006321,0.0008243,0.0277474,0.5035818,0.9999329,0.9999161,0.9999570,0.9850734,0.3021974
291,10.79,0.000063,0.0000006,0.0000003,0.0000028,0.0000018,0.0000030,0.0000571,0.0004634,0.0004665,0.0006770,0.0274204,0.5036729,0.9999678,0.9999598,0.9999689,0.9853576,0.3025299
292,10.80,0.000063,0.0000006,0.0000003,0.0000038,0.0000018,0.0000029,0.0000554,0.0005963,0.0005975,0.0008013,0.0274441,0.5037376,0.9999432,0.9999298,0.9999563,0.9854176,0.3025237
293,10.79,0.000063,0.0000005,0.0000003,0.0000020,0.0000013,0.0000027,0.0000450,0.0005283,0.0005137,0.0007638,0.0274065,0.5035750,0.9999586,0.9999498,0.9999604,0.9853483,0.3024361
294,10.78,0.000063,0.0000005,0.0000003,0.0000026,0.0000015,0.0000027,0.0000498,0.0005687,0.0005766,0.0007780,0.0272243,0.5038010,0.9999488,0.9999338,0.9999587,0.9856518,0.3026640
295,10.77,0.000063,0.0000005,0.0000003,0.0000020,0.0000016,0.0000029,0.0000549,0.0005284,0.0005339,0.0007520,0.0271554,0.5038286,0.9999568,0.9999431,0.9999621,0.9857012,0.3027557
296,10.76,0.000063,0.0000005,0.0000003,0.0000026,0.0000016,0.0000029,0.0000500,0.0005342,0.0005369,0.0007072,0.0273556,0.5035775,0.9999562,0.9999425,0.9999673,0.9854332,0.3026166
297,10.78,0.000063,0.0000006,0.0000003,0.0000023,0.0000017,0.0000028,0.0000535,0.0005968,0.0005858,0.0008988,0.0271816,0.5037525,0.9999464,0.9999335,0.9999447,0.9856815,0.3028903
298,10.77,0.000063,0.0000007,0.0000004,0.0000041,0.0000020,0.0000030,0.0000593,0.0004973,0.0005490,0.0007532,0.0270971,0.5038715,0.9999648,0.9999511,0.9999668,0.9857569,0.3030689
299,10.81,0.000063,0.0000006,0.0000004,0.0000036,0.0000019,0.0000029,0.0000614,0.0005654,0.0005326,0.0007434,0.0271102,0.5039393,0.9999574,0.9999436,0.9999646,0.9857976,0.3031322
300,10.80,0.000063,0.0000005,0.0000003,0.0000020,0.0000017,0.0000028,0.0000523,0.0004920,0.0005097,0.0007114,0.0268554,0.5039447,0.9999653,0.9999537,0.9999669,0.9860263,0.3033070
301,10.79,0.000031,0.0000004,0.0000002,0.0000019,0.0000011,0.0000024,0.0000394,0.0005010,0.0004941,0.0006980,0.0267522,0.5041213,0.9999616,0.9999509,0.9999673,0.9861701,0.3033613
302,10.79,0.000031,0.0000004,0.0000003,0.0000021,0.0000012,0.0000026,0.0000419,0.0004926,0.0004917,0.0006535,0.0266431,0.5042574,0.9999639,0.9999517,0.9999723,0.9862937,0.3035091
303,10.78,0.000031,0.0000004,0.0000003,0.0000017,0.0000012,0.0000024,0.0000409,0.0004708,0.0004781,0.0007257,0.0264974,0.5043438,0.9999670,0.9999570,0.9999657,0.9864080,0.3036600
304,10.77,0.000031,0.0000005,0.0000003,0.0000029,0.0000012,0.0000025,0.0000400,0.0005386,0.0005392,0.0007211,0.0264737,0.5044371,0.9999558,0.9999427,0.9999656,0.9864824,0.3037045
305,10.78,0.000031,0.0000004,0.0000002,0.0000021,0.0000013,0.0000025,0.0000420,0.0005331,0.0005224,0.0007125,0.0264401,0.5045094,0.9999581,0.9999456,0.9999673,0.9865506,0.3038075
306,10.78,0.000031,0.0000004,0.0000003,0.0000016,0.0000012,0.0000023,0.0000390,0.0005072,0.0005068,0.0007572,0.0262688,0.5046047,0.9999617,0.9999521,0.9999610,0.9866579,0.3039197
307,10.78,0.000031,0.0000004,0.0000002,0.0000016,0.0000012,0.0000024,0.0000405,0.0005188,0.0005177,0.0007488,0.0261804,0.5046753,0.9999605,0.9999503,0.9999622,0.9867681,0.3040131
308,10.77,0.000031,0.0000005,0.0000003,0.0000018,0.0000013,0.0000024,0.0000413,0.0005656,0.0005559,0.0008581,0.0262646,0.5047290,0.9999515,0.9999402,0.9999498,0.9867238,0.3041074
309,10.77,0.000031,0.0000005,0.0000003,0.0000030,0.0000014,0.0000024,0.0000415,0.0005402,0.0005412,0.0007597,0.0261179,0.5047826,0.9999569,0.9999430,0.9999597,0.9868467,0.3041296
310,10.77,0.000031,0.0000004,0.0000002,0.0000020,0.0000011,0.0000023,0.0000386,0.0005109,0.0005133,0.0007150,0.0260292,0.5048426,0.9999609,0.9999490,0.9999662,0.9869276,0.3042416
311,10.78,0.000031,0.0000004,0.0000003,0.0000018,0.0000012,0.0000023,0.0000401,0.0004974,0.0004967,0.0007424,0.0259053,0.5048976,0.9999636,0.9999547,0.9999642,0.9870246,0.3042993
312,10.78,0.000031,0.0000005,0.0000003,0.0000019,0.0000013,0.0000024,0.0000406,0.0004915,0.0004986,0.0007234,0.0258720,0.5049596,0.9999645,0.9999533,0.9999660,0.9870598,0.3044562
313,10.77,0.000031,0.0000004,0.0000002,0.0000016,0.0000011,0.0000023,0.0000389,0.0005069,0.0005026,0.0007085,0.0258087,0.5050115,0.9999626,0.9999522,0.9999676,0.9871386,0.3045227
314,10.79,0.000031,0.0000004,0.0000002,0.0000017,0.0000012,0.0000023,0.0000388,0.0005147,0.0005198,0.0007260,0.0257976,0.5050519,0.9999612,0.9999486,0.9999648,0.9871663,0.3045084
315,10.79,0.000031,0.0000004,0.0000002,0.0000014,0.0000011,0.0000023,0.0000381,0.0005075,0.0005160,0.0007661,0.0257542,0.5050827,0.9999614,0.9999479,0.9999602,0.9872001,0.3045822
316,10.77,0.000031,0.0000004,0.0000002,0.0000018,0.0000013,0.0000024,0.0000414,0.0004779,0.0004806,0.0006625,0.0256182,0.5051314,0.9999671,0.9999554,0.9999728,0.9873222,0.3047090
317,10.78,0.000031,0.0000006,0.0000003,0.0000015,0.0000014,0.0000024,0.0000434,0.0005439,0.0005505,0.0007827,0.0256205,0.5051653,0.9999565,0.9999422,0.9999588,0.9873075,0.3047412
318,10.77,0.000031,0.0000004,0.0000002,0.0000014,0.0000012,0.0000024,0.0000388,0.0005072,0.0005056,0.0006975,0.0255625,0.5052184,0.9999626,0.9999513,0.9999679,0.9873785,0.3048250
319,10.76,0.000031,0.0000004,0.0000002,0.0000015,0.0000011,0.0000022,0.0000374,0.0005403,0.0005325,0.0007151,0.0254872,0.5052559,0.9999567,0.9999444,0.9999663,0.9874441,0.3048647
320,10.77,0.000031,0.0000004,0.0000002,0.0000015,0.0000011,0.0000022,0.0000372,0.0004943,0.0004879,0.0006903,0.0254530,0.5052830,0.9999647,0.9999540,0.9999684,0.9874701,0.3049436
321,10.77,0.000031,0.0000004,0.0000002,0.0000024,0.0000011,0.0000022,0.0000371,0.0005256,0.0005263,0.0007594,0.0254336,0.5053253,0.9999586,0.9999458,0.9999605,0.9874974,0.3049916
322,10.77,0.000031,0.0000004,0.0000002,0.0000021,0.0000011,0.0000023,0.0000386,0.0005450,0.0005432,0.0007748,0.0254008,0.5053528,0.9999552,0.9999421,0.9999591,0.9875534,0.3050287
323,10.77,0.000031,0.0000004,0.0000002,0.0000015,0.0000011,0.0000022,0.0000372,0.0005252,0.0005212,0.0007146,0.0252722,0.5054028,0.9999592,0.9999474,0.9999667,0.9876336,0.3051158
324,10.78,0.000031,0.0000004,0.0000002,0.0000024,0.0000012,0.0000022,0.0000380,0.0005054,0.0004964,0.0007557,0.0252465,0.5054279,0.9999623,0.9999529,0.9999605,0.9876634,0.3051557
325,10.79,0.000031,0.0000005,0.0000003,0.0000024,0.0000013,0.0000025,0.0000416,0.0005745,0.0005819,0.0007657,0.0252364,0.5054449,0.9999501,0.9999328,0.9999618,0.9877051,0.3051247
326,10.76,0.000031,0.0000004,0.0000002,0.0000015,0.0000012,0.0000022,0.0000375,0.0005038,0.0005095,0.0007174,0.0251875,0.5054906,0.9999617,0.9999490,0.9999650,0.9877363,0.3053076
327,10.77,0.000031,0.0000004,0.0000002,0.0000015,0.0000012,0.0000022,0.0000376,0.0004565,0.0004547,0.0006566,0.0249787,0.5055125,0.9999710,0.9999626,0.9999725,0.9878736,0.3053529
328,10.76,0.000031,0.0000004,0.0000002,0.0000022,0.0000014,0.0000024,0.0000392,0.0004962,0.0004964,0.0006938,0.0250202,0.5055470,0.9999641,0.9999530,0.9999695,0.9878729,0.3053744
329,10.73,0.000031,0.0000004,0.0000003,0.0000018,0.0000012,0.0000022,0.0000383,0.0005684,0.0005677,0.0007974,0.0250475,0.5055825,0.9999503,0.9999366,0.9999564,0.9878794,0.3054408
330,10.75,0.000031,0.0000006,0.0000004,0.0000045,0.0000014,0.0000024,0.0000431,0.0004611,0.0004726,0.0007788,0.0248081,0.5055928,0.9999697,0.9999592,0.9999605,0.9879966,0.3055863
331,10.75,0.000031,0.0000004,0.0000003,0.0000016,0.0000012,0.0000022,0.0000399,0.0005145,0.0005172,0.0007478,0.0249309,0.5056170,0.9999604,0.9999475,0.9999623,0.9879658,0.3055672
332,10.75,0.000031,0.0000006,0.0000004,0.0000025,0.0000013,0.0000022,0.0000388,0.0005351,0.0005308,0.0007942,0.0248851,0.5056332,0.9999581,0.9999453,0.9999559,0.9880055,0.3055916
333,10.74,0.000031,0.0000005,0.0000004,0.0000014,0.0000013,0.0000023,0.0000395,0.0004794,0.0004788,0.0007358,0.0247881,0.5056732,0.9999673,0.9999565,0.9999638,0.9880756,0.3057094
334,10.77,0.000031,0.0000004,0.0000002,0.0000018,0.0000011,0.0000021,0.0000366,0.0005064,0.0005095,0.0007233,0.0247761,0.5056992,0.9999614,0.9999499,0.9999644,0.9881017,0.3057102
335,10.78,0.000031,0.0000004,0.0000002,0.0000013,0.0000011,0.0000021,0.0000363,0.0004896,0.0004996,0.0006933,0.0247229,0.5057288,0.9999640,0.9999522,0.9999677,0.9881454,0.3057956
336,10.78,0.000031,0.0000004,0.0000002,0.0000031,0.0000013,0.0000023,0.0000400,0.0005196,0.0005120,0.0007294,0.0246059,0.5057477,0.9999597,0.9999498,0.9999646,0.9882317,0.3058146
337,10.77,0.000031,0.0000005,0.0000003,0.0000015,0.0000012,0.0000022,0.0000384,0.0005133,0.0005015,0.0007492,0.0246112,0.5057793,0.9999604,0.9999525,0.9999610,0.9882312,0.3058375
338,10.77,0.000031,0.0000004,0.0000003,0.0000015,0.0000012,0.0000021,0.0000391,0.0005550,0.0005378,0.0008043,0.0245936,0.5057865,0.9999527,0.9999444,0.9999528,0.9882429,0.3058467
339,10.77,0.000031,0.0000004,0.0000002,0.0000015,0.0000012,0.0000021,0.0000377,0.0005051,0.0004914,0.0006378,0.0244519,0.5058053,0.9999636,0.9999526,0.9999747,0.9883626,0.3060394
340,10.78,0.000031,0.0000004,0.0000003,0.0000020,0.0000012,0.0000021,0.0000378,0.0005185,0.0005170,0.0006865,0.0244742,0.5058119,0.9999596,0.9999484,0.9999687,0.9883764,0.3059619
341,10.79,0.000031,0.0000005,0.0000003,0.0000024,0.0000012,0.0000022,0.0000386,0.0005373,0.0005260,0.0007940,0.0244749,0.5058381,0.9999567,0.9999467,0.9999567,0.9883823,0.3059931
342,10.78,0.000031,0.0000006,0.0000004,0.0000023,0.0000014,0.0000023,0.0000413,0.0005683,0.0005620,0.0008190,0.0244503,0.5058594,0.9999506,0.9999400,0.9999520,0.9884039,0.3060353
343,10.77,0.000031,0.0000004,0.0000002,0.0000014,0.0000011,0.0000021,0.0000356,0.0004902,0.0004934,0.0006100,0.0242980,0.5058761,0.9999642,0.9999521,0.9999766,0.9885144,0.3061314
344,10.79,0.000031,0.0000004,0.0000002,0.0000017,0.0000012,0.0000021,0.0000364,0.0005164,0.0005013,0.0007342,0.0243049,0.5058963,0.9999602,0.9999524,0.9999624,0.9885018,0.3061857
345,10.77,0.000031,0.0000004,0.0000003,0.0000020,0.0000012,0.0000021,0.0000382,0.0005324,0.0005314,0.0006107,0.0242586,0.5059135,0.9999572,0.9999431,0.9999775,0.9885768,0.3062126
346,10.79,0.000031,0.0000004,0.0000002,0.0000015,0.0000011,0.0000021,0.0000355,0.0005090,0.0005022,0.0006735,0.0241943,0.5059373,0.9999616,0.9999509,0.9999703,0.9886073,0.3062493
347,10.78,0.000031,0.0000005,0.0000003,0.0000016,0.0000011,0.0000021,0.0000367,0.0004821,0.0004745,0.0007146,0.0241370,0.5059514,0.9999670,0.9999583,0.9999660,0.9886302,0.3063833
348,10.78,0.000031,0.0000006,0.0000004,0.0000025,0.0000013,0.0000022,0.0000422,0.0004809,0.0004882,0.0007424,0.0240380,0.5059881,0.9999672,0.9999576,0.9999650,0.9887010,0.3064154
349,10.78,0.000031,0.0000004,0.0000002,0.0000023,0.0000012,0.0000021,0.0000382,0.0005014,0.0004889,0.0007578,0.0240437,0.5060019,0.9999628,0.9999559,0.9999599,0.9886916,0.3064513
350,10.79,0.000031,0.0000004,0.0000003,0.0000025,0.0000012,0.0000022,0.0000392,0.0004955,0.0004795,0.0007394,0.0241081,0.5060050,0.9999644,0.9999559,0.9999620,0.9886870,0.3065327
351,10.79,0.000031,0.0000004,0.0000002,0.0000013,0.0000012,0.0000021,0.0000374,0.0004493,0.0004556,0.0006599,0.0240009,0.5059959,0.9999703,0.9999612,0.9999724,0.9887519,0.3065801
352,10.79,0.000031,0.0000004,0.0000002,0.0000030,0.0000012,0.0000022,0.0000379,0.0004762,0.0004710,0.0006585,0.0239611,0.5060170,0.9999679,0.9999579,0.9999722,0.9887884,0.3065794
353,10.78,0.000031,0.0000004,0.0000002,0.0000029,0.0000011,0.0000021,0.0000362,0.0004904,0.0004810,0.0006491,0.0238886,0.5060460,0.9999653,0.9999550,0.9999734,0.9888515,0.3065913
354,10.76,0.000031,0.0000006,0.0000004,0.0000015,0.0000013,0.0000022,0.0000394,0.0005226,0.0005273,0.0008097,0.0239235,0.5060613,0.9999588,0.9999470,0.9999547,0.9888260,0.3066697
355,10.76,0.000031,0.0000004,0.0000003,0.0000012,0.0000011,0.0000021,0.0000351,0.0004741,0.0004707,0.0007159,0.0238036,0.5060615,0.9999685,0.9999595,0.9999670,0.9889014,0.3067372
356,10.93,0.000031,0.0000004,0.0000003,0.0000022,0.0000011,0.0000021,0.0000356,0.0005111,0.0005117,0.0007027,0.0238556,0.5060946,0.9999607,0.9999475,0.9999672,0.9889114,0.3067290
357,10.78,0.000031,0.0000004,0.0000002,0.0000019,0.0000012,0.0000022,0.0000396,0.0004471,0.0004592,0.0006307,0.0237172,0.5060846,0.9999701,0.9999603,0.9999747,0.9889954,0.3068427
358,10.99,0.000031,0.0000004,0.0000002,0.0000019,0.0000010,0.0000020,0.0000347,0.0004839,0.0004771,0.0006555,0.0237773,0.5061228,0.9999663,0.9999564,0.9999719,0.9889852,0.3067948
359,10.95,0.000031,0.0000004,0.0000002,0.0000016,0.0000011,0.0000020,0.0000357,0.0004722,0.0004460,0.0006347,0.0236675,0.5061299,0.9999695,0.9999620,0.9999740,0.9890406,0.3069372
360,10.78,0.000031,0.0000004,0.0000003,0.0000024,0.0000011,0.0000021,0.0000360,0.0005080,0.0005087,0.0007101,0.0237370,0.5061407,0.9999612,0.9999501,0.9999670,0.9890150,0.3069387
361,10.77,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000309,0.0004628,0.0004614,0.0006586,0.0236137,0.5061792,0.9999684,0.9999580,0.9999711,0.9891109,0.3069506
362,10.79,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000312,0.0004759,0.0004754,0.0006588,0.0235762,0.5062090,0.9999668,0.9999555,0.9999709,0.9891459,0.3069454
363,10.81,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000018,0.0000312,0.0004715,0.0004721,0.0006803,0.0235119,0.5062397,0.9999670,0.9999564,0.9999679,0.9891884,0.3070356
364,10.78,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000019,0.0000308,0.0004857,0.0004839,0.0006969,0.0234718,0.5062690,0.9999649,0.9999533,0.9999671,0.9892213,0.3070687
365,10.78,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000019,0.0000308,0.0004825,0.0004886,0.0006779,0.0234840,0.5062936,0.9999642,0.9999518,0.9999687,0.9892207,0.3070743
366,10.78,0.000016,0.0000003,0.0000002,0.0000012,0.0000008,0.0000019,0.0000311,0.0004948,0.0005048,0.0006832,0.0234577,0.5063203,0.9999624,0.9999480,0.9999686,0.9892609,0.3070980
367,10.77,0.000016,0.0000003,0.0000002,0.0000013,0.0000009,0.0000019,0.0000317,0.0005209,0.0005331,0.0007135,0.0234640,0.5063415,0.9999579,0.9999412,0.9999653,0.9892640,0.3070935
368,10.76,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000308,0.0005025,0.0005055,0.0006945,0.0233729,0.5063593,0.9999620,0.9999488,0.9999675,0.9893203,0.3071611
369,10.76,0.000016,0.0000003,0.0000002,0.0000013,0.0000009,0.0000018,0.0000316,0.0004585,0.0004678,0.0006575,0.0233499,0.5063677,0.9999693,0.9999571,0.9999710,0.9893421,0.3072119
370,10.74,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000308,0.0004796,0.0004871,0.0007127,0.0233443,0.5063946,0.9999650,0.9999529,0.9999648,0.9893527,0.3072525
371,10.75,0.000016,0.0000004,0.0000002,0.0000011,0.0000009,0.0000018,0.0000312,0.0005232,0.0005285,0.0007690,0.0233397,0.5064149,0.9999586,0.9999450,0.9999585,0.9893634,0.3072477
372,10.75,0.000016,0.0000003,0.0000002,0.0000012,0.0000009,0.0000018,0.0000316,0.0004708,0.0004854,0.0007002,0.0232517,0.5064313,0.9999669,0.9999543,0.9999673,0.9894130,0.3073277
373,10.74,0.000016,0.0000003,0.0000002,0.0000013,0.0000008,0.0000018,0.0000315,0.0004930,0.0004932,0.0007079,0.0232163,0.5064494,0.9999638,0.9999518,0.9999664,0.9894490,0.3073268
374,10.74,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000309,0.0004817,0.0004886,0.0007261,0.0232045,0.5064557,0.9999660,0.9999533,0.9999634,0.9894593,0.3073663
375,10.74,0.000016,0.0000004,0.0000002,0.0000015,0.0000009,0.0000018,0.0000312,0.0005089,0.0005145,0.0007369,0.0231806,0.5064891,0.9999613,0.9999480,0.9999626,0.9894803,0.3074120
376,10.79,0.000016,0.0000004,0.0000002,0.0000021,0.0000009,0.0000019,0.0000323,0.0004792,0.0004868,0.0006888,0.0231583,0.5064920,0.9999661,0.9999527,0.9999683,0.9895162,0.3074040
377,10.77,0.000016,0.0000004,0.0000002,0.0000021,0.0000009,0.0000018,0.0000315,0.0004939,0.0005074,0.0007580,0.0231498,0.5065193,0.9999624,0.9999495,0.9999596,0.9895093,0.3074444
378,10.78,0.000016,0.0000003,0.0000002,0.0000011,0.0000009,0.0000018,0.0000301,0.0005186,0.0005219,0.0007358,0.0231077,0.5065363,0.9999597,0.9999460,0.9999641,0.9895458,0.3074725
379,10.77,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000308,0.0004900,0.0004949,0.0007017,0.0230950,0.5065420,0.9999642,0.9999511,0.9999671,0.9895661,0.3074878
380,10.75,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000303,0.0004967,0.0004993,0.0007312,0.0230922,0.5065607,0.9999629,0.9999507,0.9999641,0.9895600,0.3075511
381,10.76,0.000016,0.0000003,0.0000002,0.0000014,0.0000008,0.0000018,0.0000306,0.0004612,0.0004674,0.0006760,0.0229993,0.5065650,0.9999687,0.9999573,0.9999701,0.9896296,0.3075762
382,10.75,0.000016,0.0000004,0.0000002,0.0000013,0.0000009,0.0000018,0.0000315,0.0004542,0.0004666,0.0006987,0.0229274,0.5065846,0.9999691,0.9999577,0.9999674,0.9896713,0.3076405
383,10.75,0.000016,0.0000003,0.0000002,0.0000013,0.0000009,0.0000018,0.0000310,0.0005198,0.0005250,0.0008127,0.0229839,0.5066006,0.9999585,0.9999473,0.9999531,0.9896381,0.3075871
384,10.77,0.000016,0.0000003,0.0000002,0.0000011,0.0000008,0.0000018,0.0000305,0.0004971,0.0005055,0.0007116,0.0229939,0.5066229,0.9999623,0.9999477,0.9999665,0.9896498,0.3076530
385,10.78,0.000016,0.0000003,0.0000002,0.0000014,0.0000008,0.0000018,0.0000307,0.0004798,0.0004884,0.0007422,0.0229504,0.5066239,0.9999654,0.9999536,0.9999617,0.9896826,0.3077149
